merchant_id,bank_account_number,bank,description,type,registered_capital,industry,operating_status,establishment_date,legal_representative_id
c001206,A045206,1872056,Medium restaurant chain specializing in regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2018/7/12,p039498
c001207,A045207,2198345,Medium chain restaurant offering regional cuisine and fast casual dining,Medium,18500000,Food & Beverage,Active,2018/7/12,p043425
c001208,A045208,5472906,Medium chain restaurant offering casual dining and local cuisine,Medium,15000000,Food & Beverage,Active,2016/11/8,p040848
c001209,A045209,2198345,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2017/8/22,p043249
c001210,A045310,2947806,Medium Food & Beverage company operating a regional chain of family restaurants,Medium,25000000,Food & Beverage,Active,2015/7/14,p038184
c001211,A045311,3071954,Medium chain restaurant offering regional noodle dishes and beverages,Medium,15000000,Food & Beverage,Active,2017/8/22,p041661
c001212,A045312,4528071,Medium-sized chain restaurant serving local cuisine,Medium,20000000,Food & Beverage,Active,2017/8/12,p041168
c001213,A045313,3581974,Medium restaurant chain specializing in regional Chinese cuisine,Medium,20000000,Food & Beverage,Active,2017/11/8,p035422
c001214,A045314,2367901,Medium chain restaurant offering modern Chinese cuisine and delivery services,Medium,20000000,Food & Beverage,Active,2017/8/22,p036562
c001215,A045415,5286314,Medium Travel & Hospitality company operating a regional hotel chain,Medium,35000000,Travel & Hospitality,Active,2016/8/22,p043100
c001216,A045416,1872056,Small Food & Beverage company operating a neighborhood noodle stall,Small,2000000,Food & Beverage,Active,2021/8/12,p039485
c001217,A045417,1739462,Medium regional chain of fast-casual restaurants,Medium,25000000,Food & Beverage,Active,2017/11/8,p038381
c001218,A045418,2046713,Medium-sized restaurant chain offering regional Chinese cuisine and banquet services,Medium,28000000,Food & Beverage,Active,2018/7/22,p043527
c001219,A045419,2198345,Medium restaurant chain specializing in regional cuisine,Medium,15000000,Food & Beverage,Active,2017/4/22,p038781
c001220,A045520,2046713,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2017/8/10,p040478
c001221,A045521,2486137,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p044351
c001222,A045522,2486137,Medium Food & Beverage company operating a casual dining restaurant,Medium,15000000,Food & Beverage,Active,2017/8/11,p035410
c001223,A045523,4027316,Medium chain restaurant specializing in Sichuan cuisine,Medium,28000000,Food & Beverage,Active,2015/8/12,p042716
c001224,A045524,5286314,Medium chain restaurant offering specialty coffee and baked goods,Medium,18000000,Food & Beverage,Active,2017/11/8,p035153
c001225,A045625,4528071,Medium Food & Beverage company operating a chain of fast-casual noodle restaurants,Medium,15000000,Food & Beverage,Active,2018/6/10,p041227
c001226,A045626,2793615,Medium chain restaurant specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2016/8/22,p035357
c001227,A045627,3714628,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2015/8/10,p035527
c001228,A045628,1398427,Medium chain of casual dining restaurants offering modern Asian fusion cuisine,Medium,20000000,Food & Beverage,Active,2018/5/14,p036461
c001229,A045629,5472906,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,25000000,Food & Beverage,Active,2016/11/7,p039210
c001230,A045730,3295718,Medium chain restaurant offering regional Chinese cuisine and tea,Medium,18000000,Food & Beverage,Active,2017/8/22,p036398
c001231,A045731,4528071,Medium Food & Beverage company operating a full-service casual dining restaurant,Medium,15000000,Food & Beverage,Active,2018/7/12,p043102
c001232,A045732,2367901,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,28000000,Food & Beverage,Active,2017/11/3,p035631
c001233,A045733,3862507,Medium restaurant chain specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2017/11/8,p043629
c001234,A045734,3186407,Small family-owned cafe offering specialty coffee and pastries,Small,2000000,Food & Beverage,Active,2019/8/10,p035848
c001235,A045835,2947806,Medium restaurant chain offering traditional hotpot cuisine,Medium,20000000,Food & Beverage,Active,2015/8/22,p036428
c001236,A045836,5286314,Medium Food & Beverage company operating a full-service restaurant with bar,Medium,8500000,Food & Beverage,Active,2018/5/14,p041516
c001237,A045837,5472906,Medium Food & Beverage company operating a regional chain of family restaurants,Medium,20000000,Food & Beverage,Active,2015/11/8,p041890
c001238,A045838,1398427,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,18500000,Food & Beverage,Active,2015/9/10,p037851
c001239,A045839,1398427,Medium chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2017/8/12,p043645
c001240,A045940,5286314,Medium chain restaurant serving regional Chinese cuisine,Medium,18500000,Food & Beverage,Active,2017/11/8,p042142
c001241,A045941,1872056,Medium restaurant chain offering casual dining and local cuisine,Medium,20000000,Food & Beverage,Active,2015/8/12,p038555
c001242,A045942,2198345,Medium Food & Beverage company running a regional chain of hot pot restaurants,Medium,18000000,Food & Beverage,Active,2017/11/22,p043742
c001243,A045943,4528071,Medium-sized chain coffee shop and bakery,Medium,12000000,Food & Beverage,Active,2018/6/14,p044242
c001244,A045944,3186407,"Small convenience store offering snacks, beverages, and daily necessities",Small,2500000,Retail,Active,2019/7/12,p034906
c001245,A046045,1683509,Large manufacturing company specializing in industrial machinery components,Large,125000000,Manufacturing,Active,2008/11/3,p040376
c001246,A046046,2793615,Medium professional services company providing accounting and business advisory,Medium,15000000,Financial Services,Active,2014/7/22,p043848
c001247,A046047,3714628,Medium-sized restaurant and bar specializing in regional cuisine,Medium,18000000,Food & Beverage,Active,2017/11/8,p040447
c001248,A046048,5039472,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/5/20,p035591
c001249,A046049,3468205,Medium chain restaurant offering specialty noodles and regional cuisine,Medium,18000000,Food & Beverage,Active,2018/5/12,p042716
c001250,A046150,3581974,Medium-sized chain restaurant offering casual dining and beverages,Medium,20000000,Food & Beverage,Active,2015/8/10,p036357
c001251,A046151,1398427,Medium chain of specialty coffee shops and bakeries,Medium,18000000,Food & Beverage,Active,2015/8/12,p038998
c001252,A046152,3581974,Medium chain restaurant offering regional cuisine and casual dining,Medium,35000000,Food & Beverage,Active,2018/11/7,p043519
c001253,A046153,4693725,Medium chain restaurant specializing in regional Chinese cuisine,Medium,18000000,Food & Beverage,Active,2017/8/22,p040881
c001254,A046154,3468205,Medium chain restaurant specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2016/8/22,p041058
c001255,A046255,4027316,Medium chain store specializing in health and wellness products,Medium,15000000,Retail,Active,2017/8/22,p037116
c001256,A046256,3714628,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2018/5/20,p040269
c001257,A046257,4381267,Medium Food & Beverage company operating a regional chain of family-style restaurants,Medium,12000000,Food & Beverage,Active,2015/11/3,p041686
c001258,A046258,3714628,Medium Food & Beverage company operating a popular hot pot restaurant chain,Medium,15000000,Food & Beverage,Active,2016/11/8,p043005
c001259,A046259,1398427,Medium-sized Food & Beverage company operating a full-service Italian restaurant chain,Medium,18000000,Food & Beverage,Active,2017/11/5,p043752
c001260,A046360,2486137,Medium restaurant chain specializing in regional cuisine,Medium,20000000,Food & Beverage,Active,2016/9/14,p040297
c001261,A046361,2367901,Medium-sized chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2017/5/22,p035206
c001262,A046362,3468205,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p041810
c001263,A046363,4027316,Medium chain restaurant specializing in regional Chinese cuisine,Medium,12000000,Food & Beverage,Active,2016/8/10,p039208
c001264,A046364,1739462,Medium-sized restaurant chain specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2016/11/22,p039348
c001265,A046465,4693725,Large manufacturing company specializing in automotive parts,Large,125000000,Manufacturing,Active,2008/11/20,p040060
c001266,A046466,3714628,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,18000000,Food & Beverage,Active,2012/7/18,p042575
c001267,A046467,3071954,Medium regional chain of casual dining restaurants,Medium,18500000,Food & Beverage,Active,2013/11/8,p039789
c001268,A046468,2657408,Small Food & Beverage company operating a popular street food noodle stall,Small,3200000,Food & Beverage,Active,2019/8/23,p043206
c001269,A046469,3862507,Medium Food & Beverage company operating a regional chain of hot pot restaurants,Medium,32000000,Food & Beverage,Active,2013/6/10,p038141
c001270,A046570,5286314,Small Food & Beverage company operating a local bubble tea and snack stall,Small,3000000,Food & Beverage,Active,2022/5/10,p043531
c001271,A046571,3295718,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,18000000,Food & Beverage,Active,2017/4/22,p039687
c001272,A046572,4027316,Medium chain restaurant offering regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2018/7/22,p044338
c001273,A046573,3071954,Medium chain restaurant providing fast-casual dining and takeout services,Medium,20000000,Food & Beverage,Active,2017/11/8,p037909
c001274,A046574,4528071,Large manufacturing company specializing in automotive parts,Large,125000000,Manufacturing,Active,2008/11/7,p037283
c001275,A046675,2046713,Medium-sized chain restaurant offering regional cuisine,Medium,18000000,Food & Beverage,Active,2017/8/12,p036224
c001276,A046676,4381267,Medium chain store specializing in office supplies and stationery,Medium,18000000,Retail,Active,2018/7/10,p039747
c001277,A046677,1265934,Medium chain restaurant specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2018/5/22,p036103
c001278,A046678,4693725,Medium Food & Beverage company operating a family-style casual dining restaurant chain,Medium,15000000,Food & Beverage,Active,2016/8/22,p042603
c001279,A046679,5039472,Medium restaurant chain specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2017/11/8,p035992
c001280,A046780,1047286,Medium full-service restaurant with a focus on regional cuisine,Medium,12000000,Food & Beverage,Active,2015/11/8,p036450
c001281,A046781,5039472,Medium Food & Beverage company operating a full-service restaurant,Medium,15000000,Food & Beverage,Active,2018/5/22,p039383
c001282,A046782,1739462,Medium-sized restaurant serving authentic Italian cuisine and fine wines,Medium,15000000,Food & Beverage,Active,2017/8/22,p042338
c001283,A046783,4871609,"Medium chain store in the Food & Beverage industry, operating a full-service restaurant",Medium,30000000,Food & Beverage,Active,2015/8/14,p044288
c001284,A046784,1265934,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/5/20,p038212
c001285,A046885,3862507,"Small convenience store providing snacks, drinks, and daily necessities",Small,3200000,Retail,Active,2018/11/7,p042431
c001286,A046886,1527806,Medium Food & Beverage company operating a popular mid-range restaurant chain,Medium,18000000,Food & Beverage,Active,2017/9/22,p040134
c001287,A046887,1683509,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/7/14,p044152
c001288,A046888,1398427,Small convenience store chain serving urban neighborhoods,Small,3200000,Retail,Active,2019/7/11,p039758
c001289,A046889,4175902,Medium chain restaurant offering regional cuisine and family dining,Medium,12000000,Food & Beverage,Active,2018/5/14,p043181
